發生日期時間,公司名稱,工程名稱,事故詳細地址,災害類型,罹災人數,場所肇災處(事故經過)
108/06/05 17:00,工信工程股份有限公司,廠房新建工程 (第2期),新北市板橋區文化路486號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/06/11 10:00,根基營造股份有限公司,廠房新建工程 (第1期),高雄市苓雅區四維四路99號,感電,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
108/01/21 16:00,遠雄營造股份有限公司,廠房新建工程 (第1期),新北市板橋區文化路472號,倒塌、崩塌,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/06/15 10:00,瑞助營造股份有限公司,集合住宅新建工程 (第3期),高雄市苓雅區四維四路217號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
108/06/05 09:00,遠雄營造股份有限公司,廠房新建工程 (第3期),新北市板橋區文化路102號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/06/20 14:00,遠雄營造股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道279號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
108/02/09 09:00,大陸工程股份有限公司,廠房新建工程 (第3期),臺中市西屯區台灣大道103號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/07/20 17:00,大陸工程股份有限公司,集合住宅新建工程 (第1期),高雄市苓雅區四維四路209號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/12/22 14:00,中鼎工程股份有限公司,捷運系統土建工程 (第3期),新北市板橋區文化路454號,倒塌、崩塌,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/02/11 17:00,工信工程股份有限公司,高速公路拓寬工程 (第2期),臺中市西屯區台灣大道105號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
108/08/27 12:00,互助營造股份有限公司,廠房新建工程 (第1期),臺北市內湖區瑞光路203號,倒塌、崩塌,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/02/08 08:00,中鼎工程股份有限公司,高速公路拓寬工程 (第3期),新北市板橋區文化路34號,感電,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
108/10/16 11:00,根基營造股份有限公司,捷運系統土建工程 (第1期),新北市板橋區文化路465號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/03/17 12:00,達欣工程股份有限公司,捷運系統土建工程 (第3期),桃園市中壢區中正路69號,物體飛落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/06/23 14:00,皇昌營造股份有限公司,中心商業大樓新建案 (第2期),桃園市中壢區中正路133號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
108/02/03 14:00,遠雄營造股份有限公司,廠房新建工程 (第1期),桃園市中壢區中正路480號,被撞,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/05/16 10:00,中鼎工程股份有限公司,集合住宅新建工程 (第2期),臺北市內湖區瑞光路255號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
108/12/12 09:00,皇昌營造股份有限公司,集合住宅新建工程 (第3期),臺中市西屯區台灣大道268號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
108/12/13 15:00,工信工程股份有限公司,高速公路拓寬工程 (第1期),新北市板橋區文化路72號,倒塌、崩塌,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
108/07/24 11:00,瑞助營造股份有限公司,集合住宅新建工程 (第3期),臺中市西屯區台灣大道466號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/02/27 09:00,中鼎工程股份有限公司,廠房新建工程 (第3期),臺中市西屯區台灣大道282號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
108/05/06 10:00,互助營造股份有限公司,捷運系統土建工程 (第3期),高雄市苓雅區四維四路261號,墜落、滾落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/08/05 15:00,互助營造股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路291號,感電,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/05/06 13:00,互助營造股份有限公司,廠房新建工程 (第2期),臺北市內湖區瑞光路126號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
108/02/08 13:00,大陸工程股份有限公司,集合住宅新建工程 (第3期),新北市板橋區文化路396號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/12/10 09:00,達欣工程股份有限公司,捷運系統土建工程 (第2期),臺北市內湖區瑞光路350號,倒塌、崩塌,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/01/17 13:00,達欣工程股份有限公司,集合住宅新建工程 (第2期),桃園市中壢區中正路397號,墜落、滾落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/09/11 15:00,瑞助營造股份有限公司,捷運系統土建工程 (第3期),新北市板橋區文化路303號,物體飛落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
108/05/11 13:00,皇昌營造股份有限公司,中心商業大樓新建案 (第1期),臺中市西屯區台灣大道190號,倒塌、崩塌,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/12/20 17:00,遠雄營造股份有限公司,高速公路拓寬工程 (第3期),臺北市內湖區瑞光路349號,感電,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/07/09 15:00,中鼎工程股份有限公司,捷運系統土建工程 (第1期),臺中市西屯區台灣大道415號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/07/07 12:00,大陸工程股份有限公司,集合住宅新建工程 (第2期),桃園市中壢區中正路65號,墜落、滾落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
108/05/08 11:00,互助營造股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道193號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
108/11/06 12:00,建國工程股份有限公司,集合住宅新建工程 (第2期),高雄市苓雅區四維四路457號,被撞,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
108/01/11 11:00,根基營造股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路32號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/02/10 15:00,達欣工程股份有限公司,集合住宅新建工程 (第3期),臺北市內湖區瑞光路443號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
108/09/07 09:00,大陸工程股份有限公司,捷運系統土建工程 (第3期),臺北市內湖區瑞光路229號,倒塌、崩塌,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/08/15 16:00,達欣工程股份有限公司,集合住宅新建工程 (第3期),桃園市中壢區中正路52號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
108/02/02 11:00,互助營造股份有限公司,高速公路拓寬工程 (第1期),臺北市內湖區瑞光路126號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
109/10/16 08:00,中鼎工程股份有限公司,集合住宅新建工程 (第1期),新北市板橋區文化路88號,倒塌、崩塌,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
109/04/23 12:00,皇昌營造股份有限公司,集合住宅新建工程 (第1期),高雄市苓雅區四維四路462號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
109/09/27 10:00,皇昌營造股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道73號,倒塌、崩塌,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
109/12/27 12:00,大陸工程股份有限公司,中心商業大樓新建案 (第1期),臺北市內湖區瑞光路234號,被撞,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
109/07/02 13:00,皇昌營造股份有限公司,高速公路拓寬工程 (第3期),桃園市中壢區中正路318號,倒塌、崩塌,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
109/09/09 10:00,互助營造股份有限公司,集合住宅新建工程 (第3期),臺北市內湖區瑞光路253號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
109/02/03 13:00,達欣工程股份有限公司,集合住宅新建工程 (第3期),臺中市西屯區台灣大道47號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
109/12/25 14:00,中鼎工程股份有限公司,中心商業大樓新建案 (第3期),臺北市內湖區瑞光路343號,墜落、滾落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
109/01/09 17:00,互助營造股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道279號,墜落、滾落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
109/04/01 10:00,瑞助營造股份有限公司,高速公路拓寬工程 (第2期),臺中市西屯區台灣大道102號,物體飛落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
109/10/11 14:00,互助營造股份有限公司,捷運系統土建工程 (第3期),桃園市中壢區中正路166號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
109/04/04 12:00,中鼎工程股份有限公司,中心商業大樓新建案 (第1期),高雄市苓雅區四維四路493號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
109/06/28 14:00,大陸工程股份有限公司,捷運系統土建工程 (第2期),臺中市西屯區台灣大道184號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
109/05/18 14:00,工信工程股份有限公司,高速公路拓寬工程 (第1期),臺北市內湖區瑞光路450號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
109/04/14 16:00,達欣工程股份有限公司,中心商業大樓新建案 (第2期),高雄市苓雅區四維四路430號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
109/07/27 14:00,中鼎工程股份有限公司,集合住宅新建工程 (第2期),臺中市西屯區台灣大道435號,物體飛落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
109/04/24 09:00,根基營造股份有限公司,集合住宅新建工程 (第3期),新北市板橋區文化路224號,物體飛落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
109/06/20 13:00,大陸工程股份有限公司,集合住宅新建工程 (第3期),臺北市內湖區瑞光路166號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
